IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.196.91,2,1,0.50,207.57,0.00,N/A
172.65.36.80,2,1,0.50,231.09,0.00,N/A
104.21.73.241,2,1,0.50,231.11,0.00,N/A
104.19.222.246,2,1,0.50,231.12,0.00,N/A
104.19.24.246,2,1,0.50,231.18,0.00,N/A
104.17.237.84,2,1,0.50,231.21,0.00,N/A
104.20.51.248,2,1,0.50,231.27,0.00,N/A
104.16.155.220,2,1,0.50,207.78,0.00,N/A
104.25.211.7,2,1,0.50,231.33,0.00,N/A
172.67.203.24,2,1,0.50,231.36,0.00,N/A
104.19.13.213,2,1,0.50,231.37,0.00,N/A
104.18.255.115,2,1,0.50,231.40,0.00,N/A
104.18.254.40,2,1,0.50,231.40,0.00,N/A
104.24.191.100,2,1,0.50,231.46,0.00,N/A
104.16.204.241,2,1,0.50,231.46,0.00,N/A
172.65.219.220,2,1,0.50,231.47,0.00,N/A
172.65.222.43,2,1,0.50,231.47,0.00,N/A
104.19.140.70,2,1,0.50,231.47,0.00,N/A
104.20.45.84,2,1,0.50,231.48,0.00,N/A
104.21.1.186,2,1,0.50,231.52,0.00,N/A
172.65.246.163,2,1,0.50,231.54,0.00,N/A
172.67.175.70,2,1,0.50,231.55,0.00,N/A
104.19.158.247,2,1,0.50,231.62,0.00,N/A
104.24.216.28,2,1,0.50,231.65,0.00,N/A
104.21.31.235,2,1,0.50,231.65,0.00,N/A
104.19.10.21,2,1,0.50,231.70,0.00,N/A
172.67.186.170,2,1,0.50,231.72,0.00,N/A
104.19.152.125,2,1,0.50,231.75,0.00,N/A
104.24.222.124,2,1,0.50,231.78,0.00,N/A
104.16.148.199,2,1,0.50,231.89,0.00,N/A
172.67.202.42,2,1,0.50,231.92,0.00,N/A
172.65.120.174,2,1,0.50,231.96,0.00,N/A
104.19.117.120,2,1,0.50,231.99,0.00,N/A
104.18.239.55,2,1,0.50,232.02,0.00,N/A
104.18.238.213,2,1,0.50,232.02,0.00,N/A
104.19.73.170,2,1,0.50,232.05,0.00,N/A
104.19.32.54,2,1,0.50,232.09,0.00,N/A
172.66.46.206,2,1,0.50,232.10,0.00,N/A
172.66.44.132,2,1,0.50,232.22,0.00,N/A
104.24.232.193,2,1,0.50,232.23,0.00,N/A
172.65.47.142,2,1,0.50,232.27,0.00,N/A
104.17.194.65,2,1,0.50,232.30,0.00,N/A
172.67.222.120,2,1,0.50,232.30,0.00,N/A
104.19.179.10,2,1,0.50,232.32,0.00,N/A
172.67.205.28,2,1,0.50,232.35,0.00,N/A
104.16.218.9,2,1,0.50,232.36,0.00,N/A
104.24.35.34,2,1,0.50,232.36,0.00,N/A
172.66.209.125,2,1,0.50,232.47,0.00,N/A
104.24.68.153,2,1,0.50,232.49,0.00,N/A
104.19.7.0,2,1,0.50,232.55,0.00,N/A
104.21.75.219,2,1,0.50,232.57,0.00,N/A
104.21.36.25,2,1,0.50,232.58,0.00,N/A
104.24.184.78,2,1,0.50,232.62,0.00,N/A
104.17.235.89,2,1,0.50,232.63,0.00,N/A
104.19.0.212,2,1,0.50,232.66,0.00,N/A
104.16.186.90,2,1,0.50,232.71,0.00,N/A
104.19.207.118,2,1,0.50,232.73,0.00,N/A
172.65.247.24,2,1,0.50,232.73,0.00,N/A
104.25.9.110,2,1,0.50,232.75,0.00,N/A
104.24.87.228,2,1,0.50,232.76,0.00,N/A
172.66.2.111,2,1,0.50,232.92,0.00,N/A
104.21.39.218,2,1,0.50,232.93,0.00,N/A
104.19.188.247,2,1,0.50,232.95,0.00,N/A
104.19.20.231,2,1,0.50,232.97,0.00,N/A
104.18.175.86,2,1,0.50,233.00,0.00,N/A
104.19.247.141,2,1,0.50,233.01,0.00,N/A
104.24.221.80,2,1,0.50,233.03,0.00,N/A
172.67.162.154,2,1,0.50,233.05,0.00,N/A
172.65.142.244,2,1,0.50,233.09,0.00,N/A
172.67.199.115,2,1,0.50,233.11,0.00,N/A
104.24.182.81,2,1,0.50,233.12,0.00,N/A
104.20.48.224,2,1,0.50,233.12,0.00,N/A
104.16.227.54,2,1,0.50,233.14,0.00,N/A
104.19.133.18,2,1,0.50,233.14,0.00,N/A
104.21.81.117,2,1,0.50,233.19,0.00,N/A
104.19.115.218,2,1,0.50,233.22,0.00,N/A
104.24.143.189,2,1,0.50,233.25,0.00,N/A
104.18.214.55,2,1,0.50,233.25,0.00,N/A
172.65.252.193,2,1,0.50,233.26,0.00,N/A
104.24.214.67,2,1,0.50,233.27,0.00,N/A
104.18.244.194,2,1,0.50,233.32,0.00,N/A
104.24.83.246,2,1,0.50,233.33,0.00,N/A
172.67.245.171,2,1,0.50,233.34,0.00,N/A
104.19.145.144,2,1,0.50,233.35,0.00,N/A
104.24.48.163,2,1,0.50,233.43,0.00,N/A
104.18.217.158,2,1,0.50,233.44,0.00,N/A
172.65.161.48,2,1,0.50,233.48,0.00,N/A
104.24.34.139,2,1,0.50,233.49,0.00,N/A
104.19.136.145,2,1,0.50,233.50,0.00,N/A
104.24.235.26,2,1,0.50,233.50,0.00,N/A
172.67.201.14,2,1,0.50,233.59,0.00,N/A
104.24.31.54,2,1,0.50,233.61,0.00,N/A
172.67.171.194,2,1,0.50,233.62,0.00,N/A
104.18.172.90,2,1,0.50,233.63,0.00,N/A
104.21.43.182,2,1,0.50,233.64,0.00,N/A
104.19.57.146,2,1,0.50,233.65,0.00,N/A
172.65.151.23,2,1,0.50,233.68,0.00,N/A
104.19.81.65,2,1,0.50,233.77,0.00,N/A
172.67.167.119,2,1,0.50,233.78,0.00,N/A
104.19.132.117,2,1,0.50,233.81,0.00,N/A
172.65.37.180,2,1,0.50,233.82,0.00,N/A
104.24.92.63,2,1,0.50,233.84,0.00,N/A
104.16.152.195,2,1,0.50,233.86,0.00,N/A
104.21.28.186,2,1,0.50,233.88,0.00,N/A
104.24.179.168,2,1,0.50,234.00,0.00,N/A
172.67.240.198,2,1,0.50,234.01,0.00,N/A
172.65.251.106,2,1,0.50,234.02,0.00,N/A
104.24.54.148,2,1,0.50,234.07,0.00,N/A
104.21.56.137,2,1,0.50,234.10,0.00,N/A
104.24.73.100,2,1,0.50,234.11,0.00,N/A
104.25.115.184,2,1,0.50,234.13,0.00,N/A
172.65.134.25,2,1,0.50,234.13,0.00,N/A
104.16.173.239,2,1,0.50,234.16,0.00,N/A
104.21.68.48,2,1,0.50,234.18,0.00,N/A
104.18.185.218,2,1,0.50,234.19,0.00,N/A
104.17.216.36,2,1,0.50,234.20,0.00,N/A
104.27.109.50,2,1,0.50,234.25,0.00,N/A
172.65.136.14,2,1,0.50,234.31,0.00,N/A
104.19.232.203,2,1,0.50,234.33,0.00,N/A
104.24.189.75,2,1,0.50,234.39,0.00,N/A
104.19.41.14,2,1,0.50,234.50,0.00,N/A
104.17.209.97,2,1,0.50,234.50,0.00,N/A
172.65.249.92,2,1,0.50,234.52,0.00,N/A
104.24.33.50,2,1,0.50,234.54,0.00,N/A
104.18.232.121,2,1,0.50,234.59,0.00,N/A
104.19.26.82,2,1,0.50,234.60,0.00,N/A
104.21.6.75,2,1,0.50,234.62,0.00,N/A
104.24.194.247,2,1,0.50,234.66,0.00,N/A
104.21.42.175,2,1,0.50,234.67,0.00,N/A
104.18.219.136,2,1,0.50,234.69,0.00,N/A
104.21.0.135,2,1,0.50,234.69,0.00,N/A
104.24.144.176,2,1,0.50,234.76,0.00,N/A
104.21.96.96,2,1,0.50,234.79,0.00,N/A
104.21.48.204,2,1,0.50,234.81,0.00,N/A
104.18.202.18,2,1,0.50,234.82,0.00,N/A
104.19.71.85,2,1,0.50,234.83,0.00,N/A
104.19.45.46,2,1,0.50,234.93,0.00,N/A
104.19.15.23,2,1,0.50,234.93,0.00,N/A
104.19.144.9,2,1,0.50,235.01,0.00,N/A
172.67.196.48,2,1,0.50,235.08,0.00,N/A
104.18.207.184,2,1,0.50,235.13,0.00,N/A
104.24.174.49,2,1,0.50,235.13,0.00,N/A
172.67.165.4,2,1,0.50,235.14,0.00,N/A
104.17.225.219,2,1,0.50,235.15,0.00,N/A
104.24.44.96,2,1,0.50,235.15,0.00,N/A
104.24.53.66,2,1,0.50,235.16,0.00,N/A
104.18.228.150,2,1,0.50,235.18,0.00,N/A
104.19.157.219,2,1,0.50,235.23,0.00,N/A
104.19.208.186,2,1,0.50,235.23,0.00,N/A
104.18.190.183,2,1,0.50,235.31,0.00,N/A
104.16.190.107,2,1,0.50,235.31,0.00,N/A
172.65.35.21,2,1,0.50,235.38,0.00,N/A
104.18.177.136,2,1,0.50,235.39,0.00,N/A
104.21.99.235,2,1,0.50,235.41,0.00,N/A
104.19.173.16,2,1,0.50,235.58,0.00,N/A
104.16.176.238,2,1,0.50,235.60,0.00,N/A
104.24.215.30,2,1,0.50,235.61,0.00,N/A
104.19.166.55,2,1,0.50,235.68,0.00,N/A
104.21.83.129,2,1,0.50,235.71,0.00,N/A
104.17.215.87,2,1,0.50,235.72,0.00,N/A
104.16.230.167,2,1,0.50,235.75,0.00,N/A
172.67.226.199,2,1,0.50,235.78,0.00,N/A
104.19.182.28,2,1,0.50,235.80,0.00,N/A
172.67.206.209,2,1,0.50,235.82,0.00,N/A
104.19.165.42,2,1,0.50,235.87,0.00,N/A
104.16.234.22,2,1,0.50,235.92,0.00,N/A
172.66.214.1,2,1,0.50,235.95,0.00,N/A
104.25.119.198,2,1,0.50,235.97,0.00,N/A
104.21.50.231,2,1,0.50,236.04,0.00,N/A
104.21.23.127,2,1,0.50,236.08,0.00,N/A
172.66.210.7,2,1,0.50,236.19,0.00,N/A
172.67.157.85,2,1,0.50,236.20,0.00,N/A
104.19.253.168,2,1,0.50,236.23,0.00,N/A
104.21.94.101,2,1,0.50,236.24,0.00,N/A
104.16.229.198,2,1,0.50,236.26,0.00,N/A
172.67.244.116,2,1,0.50,236.29,0.00,N/A
104.21.70.203,2,1,0.50,236.32,0.00,N/A
104.21.80.46,2,1,0.50,236.32,0.00,N/A
104.19.178.128,2,1,0.50,236.35,0.00,N/A
104.24.190.105,2,1,0.50,236.35,0.00,N/A
172.65.223.164,2,1,0.50,236.39,0.00,N/A
172.66.205.185,2,1,0.50,236.43,0.00,N/A
104.19.191.31,2,1,0.50,236.44,0.00,N/A
104.19.202.217,2,1,0.50,236.45,0.00,N/A
104.16.233.127,2,1,0.50,236.45,0.00,N/A
104.19.149.170,2,1,0.50,236.51,0.00,N/A
172.67.238.202,2,1,0.50,236.53,0.00,N/A
172.65.42.154,2,1,0.50,236.58,0.00,N/A
104.24.27.82,2,1,0.50,236.60,0.00,N/A
104.21.88.96,2,1,0.50,236.63,0.00,N/A
104.21.63.254,2,1,0.50,236.66,0.00,N/A
104.21.62.249,2,1,0.50,236.66,0.00,N/A
104.18.166.129,2,1,0.50,236.68,0.00,N/A
104.24.62.253,2,1,0.50,236.75,0.00,N/A
104.21.20.41,2,1,0.50,236.76,0.00,N/A
104.19.66.199,2,1,0.50,236.77,0.00,N/A
104.24.200.247,2,1,0.50,236.84,0.00,N/A
104.24.61.47,2,1,0.50,236.86,0.00,N/A
104.24.219.131,2,1,0.50,236.88,0.00,N/A
172.65.147.28,2,1,0.50,236.90,0.00,N/A
104.18.234.4,2,1,0.50,236.91,0.00,N/A
172.67.232.245,2,1,0.50,236.93,0.00,N/A
104.16.181.8,2,1,0.50,236.96,0.00,N/A
172.67.195.233,2,1,0.50,237.02,0.00,N/A
104.19.211.104,2,1,0.50,237.03,0.00,N/A
104.20.53.150,2,1,0.50,237.04,0.00,N/A
104.24.56.70,2,1,0.50,237.06,0.00,N/A
104.24.26.91,2,1,0.50,237.13,0.00,N/A
104.18.210.6,2,1,0.50,237.16,0.00,N/A
104.18.242.85,2,1,0.50,237.19,0.00,N/A
104.19.175.209,2,1,0.50,237.22,0.00,N/A
104.18.173.159,2,1,0.50,237.23,0.00,N/A
104.21.67.193,2,1,0.50,237.24,0.00,N/A
104.21.60.150,2,1,0.50,237.25,0.00,N/A
104.21.21.106,2,1,0.50,237.27,0.00,N/A
104.18.192.254,2,1,0.50,237.31,0.00,N/A
104.19.252.115,2,1,0.50,237.32,0.00,N/A
104.18.226.96,2,1,0.50,237.33,0.00,N/A
104.18.167.235,2,1,0.50,237.33,0.00,N/A
104.18.170.179,2,1,0.50,237.33,0.00,N/A
104.24.50.175,2,1,0.50,237.39,0.00,N/A
172.65.137.200,2,1,0.50,237.43,0.00,N/A
104.21.51.179,2,1,0.50,237.55,0.00,N/A
104.16.189.174,2,1,0.50,237.57,0.00,N/A
104.19.125.67,2,1,0.50,237.62,0.00,N/A
104.25.121.91,2,1,0.50,237.63,0.00,N/A
104.24.183.219,2,1,0.50,237.64,0.00,N/A
172.65.253.52,2,1,0.50,237.73,0.00,N/A
104.16.202.161,2,1,0.50,237.79,0.00,N/A
104.19.107.200,2,1,0.50,237.82,0.00,N/A
104.24.186.58,2,1,0.50,237.82,0.00,N/A
104.16.210.240,2,1,0.50,237.84,0.00,N/A
104.17.247.102,2,1,0.50,237.85,0.00,N/A
104.19.196.244,2,1,0.50,237.88,0.00,N/A
104.24.85.170,2,1,0.50,238.01,0.00,N/A
104.16.195.123,2,1,0.50,238.01,0.00,N/A
104.24.175.144,2,1,0.50,238.01,0.00,N/A
104.16.217.77,2,1,0.50,238.04,0.00,N/A
172.67.187.156,2,1,0.50,238.06,0.00,N/A
104.21.85.175,2,1,0.50,238.07,0.00,N/A
104.21.84.223,2,1,0.50,238.13,0.00,N/A
104.19.62.46,2,1,0.50,238.16,0.00,N/A
104.24.38.85,2,1,0.50,238.16,0.00,N/A
104.17.214.19,2,1,0.50,238.23,0.00,N/A
104.19.48.26,2,1,0.50,238.24,0.00,N/A
104.17.243.189,2,1,0.50,238.26,0.00,N/A
172.66.1.253,2,1,0.50,238.27,0.00,N/A
104.19.131.83,2,1,0.50,238.28,0.00,N/A
104.18.195.174,2,1,0.50,238.37,0.00,N/A
104.21.25.80,2,1,0.50,238.42,0.00,N/A
172.65.218.96,2,1,0.50,238.48,0.00,N/A
172.65.45.21,2,1,0.50,238.64,0.00,N/A
104.27.107.163,2,1,0.50,238.73,0.00,N/A
104.25.12.240,2,1,0.50,238.75,0.00,N/A
104.19.109.19,2,1,0.50,238.85,0.00,N/A
172.65.144.229,2,1,0.50,238.92,0.00,N/A
104.16.149.38,2,1,0.50,238.95,0.00,N/A
172.67.160.134,2,1,0.50,238.96,0.00,N/A
104.17.245.243,2,1,0.50,239.11,0.00,N/A
104.21.76.76,2,1,0.50,239.14,0.00,N/A
104.19.206.238,2,1,0.50,239.19,0.00,N/A
104.21.95.214,2,1,0.50,239.21,0.00,N/A
104.21.30.9,2,1,0.50,239.26,0.00,N/A
104.16.154.117,2,1,0.50,239.27,0.00,N/A
172.67.184.201,2,1,0.50,239.30,0.00,N/A
104.21.46.207,2,1,0.50,239.38,0.00,N/A
104.24.228.147,2,1,0.50,239.39,0.00,N/A
104.16.156.135,2,1,0.50,239.45,0.00,N/A
104.18.178.12,2,1,0.50,239.46,0.00,N/A
104.24.231.244,2,1,0.50,239.48,0.00,N/A
104.16.231.32,2,1,0.50,239.53,0.00,N/A
104.18.250.228,2,1,0.50,239.57,0.00,N/A
172.67.209.144,2,1,0.50,239.60,0.00,N/A
172.65.140.159,2,1,0.50,239.60,0.00,N/A
104.24.195.147,2,1,0.50,239.60,0.00,N/A
172.65.44.125,2,1,0.50,239.62,0.00,N/A
104.25.122.109,2,1,0.50,239.62,0.00,N/A
104.21.37.23,2,1,0.50,239.71,0.00,N/A
172.66.215.172,2,1,0.50,239.72,0.00,N/A
172.66.47.49,2,1,0.50,239.74,0.00,N/A
104.21.32.120,2,1,0.50,239.74,0.00,N/A
172.65.152.241,2,1,0.50,239.88,0.00,N/A
104.16.160.88,2,1,0.50,239.90,0.00,N/A
104.17.5.118,2,1,0.50,239.92,0.00,N/A
104.21.102.115,2,1,0.50,240.11,0.00,N/A
104.19.11.197,2,1,0.50,240.12,0.00,N/A
104.19.221.239,2,1,0.50,240.13,0.00,N/A
104.19.254.163,2,1,0.50,240.21,0.00,N/A
104.17.242.80,2,1,0.50,240.26,0.00,N/A
104.21.57.14,2,1,0.50,240.30,0.00,N/A
104.18.233.220,2,1,0.50,240.34,0.00,N/A
104.25.112.37,2,1,0.50,240.34,0.00,N/A
172.65.38.168,2,1,0.50,240.39,0.00,N/A
104.18.201.61,2,1,0.50,240.43,0.00,N/A
104.24.211.218,2,1,0.50,240.56,0.00,N/A
104.21.16.6,2,1,0.50,240.59,0.00,N/A
172.67.177.240,2,1,0.50,240.67,0.00,N/A
172.67.235.102,2,1,0.50,240.70,0.00,N/A
104.27.101.54,2,1,0.50,240.75,0.00,N/A
104.21.45.177,2,1,0.50,240.77,0.00,N/A
104.24.206.213,2,1,0.50,240.81,0.00,N/A
104.16.208.82,2,1,0.50,240.89,0.00,N/A
104.19.194.31,2,1,0.50,240.93,0.00,N/A
104.19.8.40,2,1,0.50,240.95,0.00,N/A
172.67.255.232,2,1,0.50,241.01,0.00,N/A
104.19.84.222,2,1,0.50,241.02,0.00,N/A
172.65.56.169,2,1,0.50,241.05,0.00,N/A
104.25.116.78,2,1,0.50,241.07,0.00,N/A
104.21.33.194,2,1,0.50,241.17,0.00,N/A
104.24.36.224,2,1,0.50,241.20,0.00,N/A
172.67.181.122,2,1,0.50,241.29,0.00,N/A
172.67.248.3,2,1,0.50,241.31,0.00,N/A
104.21.29.130,2,1,0.50,241.34,0.00,N/A
104.24.24.214,2,1,0.50,241.44,0.00,N/A
172.67.233.132,2,1,0.50,241.51,0.00,N/A
104.24.86.90,2,1,0.50,241.53,0.00,N/A
172.67.254.65,2,1,0.50,241.56,0.00,N/A
104.20.50.171,2,1,0.50,241.70,0.00,N/A
104.18.163.85,2,1,0.50,241.79,0.00,N/A
104.21.59.77,2,1,0.50,241.80,0.00,N/A
104.18.247.3,2,1,0.50,241.86,0.00,N/A
104.21.26.216,2,1,0.50,241.86,0.00,N/A
104.21.53.139,2,1,0.50,241.93,0.00,N/A
104.16.220.253,2,1,0.50,241.94,0.00,N/A
104.24.198.168,2,1,0.50,241.94,0.00,N/A
104.16.153.3,2,1,0.50,241.96,0.00,N/A
172.67.154.126,2,1,0.50,242.02,0.00,N/A
104.19.19.77,2,1,0.50,242.04,0.00,N/A
172.65.127.63,2,1,0.50,242.09,0.00,N/A
104.24.205.250,2,1,0.50,242.10,0.00,N/A
172.67.228.229,2,1,0.50,242.11,0.00,N/A
104.25.11.117,2,1,0.50,242.17,0.00,N/A
104.18.212.69,2,1,0.50,242.21,0.00,N/A
104.16.175.190,2,1,0.50,242.31,0.00,N/A
104.19.70.179,2,1,0.50,242.34,0.00,N/A
172.67.252.132,2,1,0.50,242.35,0.00,N/A
104.18.196.140,2,1,0.50,242.64,0.00,N/A
104.24.209.104,2,1,0.50,242.65,0.00,N/A
104.21.100.28,2,1,0.50,242.68,0.00,N/A
172.65.139.147,2,1,0.50,242.72,0.00,N/A
104.19.36.130,2,1,0.50,242.89,0.00,N/A
104.20.4.145,2,1,0.50,242.92,0.00,N/A
104.24.23.248,2,1,0.50,243.01,0.00,N/A
104.18.215.215,2,1,0.50,243.13,0.00,N/A
172.66.43.78,2,1,0.50,243.15,0.00,N/A
172.66.41.31,2,1,0.50,243.17,0.00,N/A
104.21.11.76,2,1,0.50,243.23,0.00,N/A
104.17.205.53,2,1,0.50,243.27,0.00,N/A
104.19.9.121,2,1,0.50,243.28,0.00,N/A
104.21.86.163,2,1,0.50,243.34,0.00,N/A
104.18.229.54,2,1,0.50,243.37,0.00,N/A
104.19.25.144,2,1,0.50,243.48,0.00,N/A
104.24.239.135,2,1,0.50,243.51,0.00,N/A
104.24.67.12,2,1,0.50,243.54,0.00,N/A
172.65.54.210,2,1,0.50,243.65,0.00,N/A
104.19.54.160,2,1,0.50,243.70,0.00,N/A
104.19.56.148,2,1,0.50,243.70,0.00,N/A
104.18.169.111,2,1,0.50,243.78,0.00,N/A
172.67.173.102,2,1,0.50,243.82,0.00,N/A
104.19.168.157,2,1,0.50,243.84,0.00,N/A
172.67.241.91,2,1,0.50,243.91,0.00,N/A
104.17.232.228,2,1,0.50,243.99,0.00,N/A
104.21.89.12,2,1,0.50,244.04,0.00,N/A
104.24.223.16,2,1,0.50,244.05,0.00,N/A
104.16.165.69,2,1,0.50,244.08,0.00,N/A
104.16.124.110,2,1,0.50,244.25,0.00,N/A
104.27.103.132,2,1,0.50,244.36,0.00,N/A
104.16.125.141,2,1,0.50,244.43,0.00,N/A
104.16.145.37,2,1,0.50,244.52,0.00,N/A
104.16.180.5,2,1,0.50,244.62,0.00,N/A
104.25.120.79,2,1,0.50,244.64,0.00,N/A
172.67.208.27,2,1,0.50,244.79,0.00,N/A
172.67.156.108,2,1,0.50,244.81,0.00,N/A
104.16.209.184,2,1,0.50,244.89,0.00,N/A
104.16.130.44,2,1,0.50,245.01,0.00,N/A
104.21.4.106,2,1,0.50,245.02,0.00,N/A
104.19.142.100,2,1,0.50,245.19,0.00,N/A
104.16.164.100,2,1,0.50,245.26,0.00,N/A
104.25.6.188,2,1,0.50,245.29,0.00,N/A
104.19.65.169,2,1,0.50,245.29,0.00,N/A
104.19.1.31,2,1,0.50,245.33,0.00,N/A
104.16.188.248,2,1,0.50,245.47,0.00,N/A
104.24.42.131,2,1,0.50,245.48,0.00,N/A
104.24.66.142,2,1,0.50,245.52,0.00,N/A
104.19.186.21,2,1,0.50,245.63,0.00,N/A
172.65.159.226,2,1,0.50,245.72,0.00,N/A
172.65.133.204,2,1,0.50,245.82,0.00,N/A
104.18.211.247,2,1,0.50,246.03,0.00,N/A
104.24.88.129,2,1,0.50,246.22,0.00,N/A
104.24.193.57,2,1,0.50,246.39,0.00,N/A
172.67.185.171,2,1,0.50,246.45,0.00,N/A
104.24.180.71,2,1,0.50,246.55,0.00,N/A
104.24.59.16,2,1,0.50,246.74,0.00,N/A
172.67.249.200,2,1,0.50,246.79,0.00,N/A
104.16.235.11,2,1,0.50,246.96,0.00,N/A
104.19.12.137,2,1,0.50,246.98,0.00,N/A
104.16.205.139,2,1,0.50,247.05,0.00,N/A
104.21.54.198,2,1,0.50,247.08,0.00,N/A
172.67.193.230,2,1,0.50,247.12,0.00,N/A
104.24.71.239,2,1,0.50,247.16,0.00,N/A
104.18.193.205,2,1,0.50,247.18,0.00,N/A
104.24.29.66,2,1,0.50,247.29,0.00,N/A
104.24.169.187,2,1,0.50,247.37,0.00,N/A
104.18.206.148,2,1,0.50,247.66,0.00,N/A
172.65.141.87,2,1,0.50,247.88,0.00,N/A
172.65.143.179,2,1,0.50,247.90,0.00,N/A
104.24.84.65,2,1,0.50,247.94,0.00,N/A
104.24.77.88,2,1,0.50,247.97,0.00,N/A
172.66.175.43,2,1,0.50,247.97,0.00,N/A
172.66.213.218,2,1,0.50,248.24,0.00,N/A
104.21.15.242,2,1,0.50,248.25,0.00,N/A
104.21.27.229,2,1,0.50,248.48,0.00,N/A
104.17.219.84,2,1,0.50,248.76,0.00,N/A
104.17.218.249,2,1,0.50,248.86,0.00,N/A
104.16.123.174,2,1,0.50,249.00,0.00,N/A
104.25.114.150,2,1,0.50,249.14,0.00,N/A
172.67.194.133,2,1,0.50,249.80,0.00,N/A
104.18.171.16,2,1,0.50,250.57,0.00,N/A
104.24.181.137,2,1,0.50,251.05,0.00,N/A
172.65.123.224,2,1,0.50,251.17,0.00,N/A
104.21.22.137,2,1,0.50,252.08,0.00,N/A
104.18.162.235,2,1,0.50,252.19,0.00,N/A
104.16.216.189,2,1,0.50,252.26,0.00,N/A
172.66.176.206,2,1,0.50,252.31,0.00,N/A
172.67.237.39,2,1,0.50,252.55,0.00,N/A
104.29.148.71,2,1,0.50,252.77,0.00,N/A
104.21.19.114,2,1,0.50,252.97,0.00,N/A
172.67.192.2,2,1,0.50,253.12,0.00,N/A
104.21.24.217,2,1,0.50,253.62,0.00,N/A
104.29.146.60,2,1,0.50,255.09,0.00,N/A
172.67.242.23,2,1,0.50,257.54,0.00,N/A
104.29.159.222,2,1,0.50,263.72,0.00,N/A
104.29.127.48,2,1,0.50,280.33,0.00,N/A
104.17.149.65,2,1,0.50,282.62,0.00,N/A
104.19.118.41,2,1,0.50,283.62,0.00,N/A
104.29.126.43,2,1,0.50,286.09,0.00,N/A
104.29.124.120,2,1,0.50,289.59,0.00,N/A
104.29.137.146,2,1,0.50,293.92,0.00,N/A
104.29.156.166,2,1,0.50,301.06,0.00,N/A
104.29.155.154,2,1,0.50,307.90,0.00,N/A
104.29.152.11,2,1,0.50,310.44,0.00,N/A
104.29.153.84,2,1,0.50,340.52,0.00,N/A
104.29.136.234,2,1,0.50,360.13,0.00,N/A
104.29.157.244,2,1,0.50,367.36,0.00,N/A
104.29.138.128,2,1,0.50,372.55,0.00,N/A
104.29.147.138,2,1,0.50,385.50,0.00,N/A
104.29.141.193,2,1,0.50,398.66,0.00,N/A
104.29.142.57,2,1,0.50,424.23,0.00,N/A
104.29.145.231,2,1,0.50,429.03,0.00,N/A
172.67.132.217,2,1,0.50,458.96,0.00,N/A
172.67.133.165,2,1,0.50,459.70,0.00,N/A
