IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.65.76.81,2,1,0.50,219.99,0.00,N/A
104.25.3.5,2,1,0.50,220.18,0.00,N/A
104.19.253.212,2,1,0.50,220.37,0.00,N/A
104.19.255.168,2,1,0.50,220.37,0.00,N/A
104.19.250.41,2,1,0.50,220.37,0.00,N/A
104.19.252.237,2,1,0.50,220.37,0.00,N/A
104.19.251.196,2,1,0.50,220.37,0.00,N/A
104.29.158.165,2,1,0.50,220.41,0.00,N/A
172.65.80.82,2,1,0.50,220.49,0.00,N/A
104.18.109.175,2,1,0.50,220.51,0.00,N/A
104.18.111.147,2,1,0.50,220.51,0.00,N/A
104.18.112.143,2,1,0.50,220.51,0.00,N/A
104.18.233.207,2,1,0.50,220.53,0.00,N/A
104.21.97.117,2,1,0.50,220.54,0.00,N/A
104.17.52.138,2,1,0.50,220.59,0.00,N/A
104.25.2.55,2,1,0.50,220.69,0.00,N/A
104.24.254.254,2,1,0.50,220.69,0.00,N/A
104.24.253.99,2,1,0.50,220.69,0.00,N/A
104.24.252.90,2,1,0.50,220.69,0.00,N/A
104.25.0.220,2,1,0.50,220.69,0.00,N/A
104.25.1.160,2,1,0.50,220.69,0.00,N/A
104.24.255.101,2,1,0.50,220.69,0.00,N/A
104.19.29.84,2,1,0.50,220.69,0.00,N/A
104.17.50.104,2,1,0.50,220.80,0.00,N/A
104.17.35.89,2,1,0.50,220.89,0.00,N/A
104.19.28.2,2,1,0.50,220.98,0.00,N/A
104.17.40.113,2,1,0.50,221.01,0.00,N/A
104.18.108.3,2,1,0.50,221.03,0.00,N/A
104.18.17.153,2,1,0.50,221.03,0.00,N/A
104.19.248.77,2,1,0.50,221.30,0.00,N/A
104.19.212.219,2,1,0.50,221.43,0.00,N/A
104.17.43.146,2,1,0.50,221.51,0.00,N/A
104.18.13.188,2,1,0.50,221.53,0.00,N/A
104.18.106.74,2,1,0.50,221.53,0.00,N/A
104.18.15.222,2,1,0.50,221.53,0.00,N/A
104.18.107.163,2,1,0.50,221.53,0.00,N/A
104.18.16.58,2,1,0.50,221.53,0.00,N/A
104.17.32.159,2,1,0.50,221.55,0.00,N/A
104.17.31.133,2,1,0.50,221.55,0.00,N/A
104.21.30.229,2,1,0.50,221.72,0.00,N/A
104.18.105.52,2,1,0.50,221.75,0.00,N/A
104.19.245.253,2,1,0.50,221.82,0.00,N/A
104.17.47.135,2,1,0.50,221.90,0.00,N/A
104.17.45.75,2,1,0.50,221.90,0.00,N/A
104.19.46.93,2,1,0.50,222.16,0.00,N/A
104.18.165.7,2,1,0.50,222.16,0.00,N/A
104.17.41.112,2,1,0.50,222.18,0.00,N/A
104.17.49.61,2,1,0.50,222.18,0.00,N/A
172.67.241.100,2,1,0.50,222.18,0.00,N/A
104.17.18.193,2,1,0.50,222.23,0.00,N/A
104.17.30.150,2,1,0.50,222.23,0.00,N/A
104.18.12.222,2,1,0.50,222.25,0.00,N/A
104.19.30.247,2,1,0.50,222.32,0.00,N/A
104.19.246.193,2,1,0.50,222.34,0.00,N/A
104.17.48.94,2,1,0.50,222.41,0.00,N/A
104.19.35.205,2,1,0.50,222.54,0.00,N/A
104.18.14.121,2,1,0.50,222.54,0.00,N/A
104.19.241.16,2,1,0.50,222.85,0.00,N/A
104.19.40.131,2,1,0.50,223.14,0.00,N/A
104.18.163.108,2,1,0.50,223.16,0.00,N/A
104.19.123.35,2,1,0.50,223.25,0.00,N/A
104.19.33.155,2,1,0.50,223.27,0.00,N/A
104.19.218.219,2,1,0.50,223.33,0.00,N/A
104.19.238.169,2,1,0.50,223.37,0.00,N/A
104.19.239.254,2,1,0.50,223.37,0.00,N/A
104.19.240.80,2,1,0.50,223.37,0.00,N/A
172.67.93.96,2,1,0.50,223.53,0.00,N/A
172.67.117.15,2,1,0.50,223.66,0.00,N/A
104.19.27.48,2,1,0.50,223.66,0.00,N/A
104.16.166.211,2,1,0.50,223.86,0.00,N/A
104.19.237.181,2,1,0.50,223.89,0.00,N/A
104.17.22.37,2,1,0.50,224.04,0.00,N/A
104.18.22.239,2,1,0.50,224.11,0.00,N/A
104.18.151.210,2,1,0.50,224.39,0.00,N/A
104.19.236.159,2,1,0.50,224.41,0.00,N/A
104.16.159.243,2,1,0.50,224.45,0.00,N/A
104.17.79.91,2,1,0.50,224.52,0.00,N/A
104.19.38.211,2,1,0.50,224.55,0.00,N/A
104.18.231.58,2,1,0.50,224.73,0.00,N/A
104.19.47.33,2,1,0.50,224.74,0.00,N/A
104.16.160.224,2,1,0.50,224.79,0.00,N/A
104.21.100.23,2,1,0.50,224.97,0.00,N/A
104.19.234.72,2,1,0.50,225.03,0.00,N/A
104.27.10.160,2,1,0.50,225.13,0.00,N/A
104.29.137.27,2,1,0.50,225.15,0.00,N/A
104.18.230.143,2,1,0.50,225.23,0.00,N/A
104.20.8.70,2,1,0.50,225.84,0.00,N/A
104.20.9.80,2,1,0.50,225.84,0.00,N/A
104.18.124.219,2,1,0.50,226.07,0.00,N/A
104.17.70.171,2,1,0.50,226.26,0.00,N/A
104.18.95.219,2,1,0.50,226.28,0.00,N/A
104.18.29.179,2,1,0.50,226.33,0.00,N/A
172.67.211.2,2,1,0.50,226.53,0.00,N/A
104.24.251.2,2,1,0.50,226.58,0.00,N/A
104.18.90.116,2,1,0.50,227.53,0.00,N/A
104.24.60.70,2,1,0.50,228.16,0.00,N/A
104.17.65.42,2,1,0.50,228.17,0.00,N/A
104.18.229.189,2,1,0.50,228.34,0.00,N/A
104.18.76.63,2,1,0.50,228.38,0.00,N/A
104.18.2.24,2,1,0.50,228.38,0.00,N/A
104.18.30.161,2,1,0.50,228.44,0.00,N/A
104.18.211.118,2,1,0.50,228.52,0.00,N/A
104.18.213.184,2,1,0.50,228.52,0.00,N/A
104.18.212.55,2,1,0.50,228.52,0.00,N/A
104.18.160.148,2,1,0.50,228.53,0.00,N/A
104.19.34.146,2,1,0.50,228.53,0.00,N/A
104.18.145.127,2,1,0.50,228.55,0.00,N/A
104.18.38.73,2,1,0.50,228.60,0.00,N/A
104.18.144.252,2,1,0.50,228.60,0.00,N/A
104.18.219.200,2,1,0.50,228.81,0.00,N/A
104.18.217.78,2,1,0.50,228.81,0.00,N/A
104.17.80.92,2,1,0.50,228.97,0.00,N/A
104.18.82.112,2,1,0.50,229.11,0.00,N/A
104.18.221.84,2,1,0.50,229.31,0.00,N/A
104.18.51.58,2,1,0.50,229.62,0.00,N/A
104.18.43.23,2,1,0.50,229.62,0.00,N/A
104.18.52.190,2,1,0.50,229.62,0.00,N/A
104.18.54.132,2,1,0.50,229.62,0.00,N/A
104.18.47.117,2,1,0.50,229.62,0.00,N/A
104.18.49.143,2,1,0.50,229.62,0.00,N/A
104.18.44.142,2,1,0.50,229.62,0.00,N/A
104.18.41.11,2,1,0.50,229.62,0.00,N/A
104.18.79.110,2,1,0.50,229.63,0.00,N/A
172.67.116.202,2,1,0.50,229.78,0.00,N/A
104.18.215.154,2,1,0.50,229.86,0.00,N/A
104.18.216.228,2,1,0.50,229.86,0.00,N/A
104.18.210.165,2,1,0.50,229.86,0.00,N/A
104.17.61.168,2,1,0.50,229.87,0.00,N/A
104.19.200.185,2,1,0.50,229.94,0.00,N/A
104.19.207.21,2,1,0.50,229.94,0.00,N/A
104.18.208.13,2,1,0.50,230.06,0.00,N/A
104.18.56.149,2,1,0.50,230.12,0.00,N/A
104.18.53.190,2,1,0.50,230.12,0.00,N/A
104.18.59.12,2,1,0.50,230.12,0.00,N/A
104.18.40.156,2,1,0.50,230.12,0.00,N/A
104.17.56.13,2,1,0.50,230.30,0.00,N/A
104.17.58.50,2,1,0.50,230.30,0.00,N/A
104.17.54.206,2,1,0.50,230.30,0.00,N/A
104.19.199.19,2,1,0.50,230.45,0.00,N/A
104.19.203.189,2,1,0.50,230.45,0.00,N/A
104.19.204.212,2,1,0.50,230.45,0.00,N/A
104.20.7.243,2,1,0.50,230.48,0.00,N/A
104.20.6.173,2,1,0.50,230.48,0.00,N/A
104.20.4.29,2,1,0.50,230.86,0.00,N/A
104.20.5.96,2,1,0.50,230.99,0.00,N/A
104.19.249.65,2,1,0.50,231.01,0.00,N/A
104.17.38.200,2,1,0.50,231.03,0.00,N/A
104.18.141.115,2,1,0.50,231.13,0.00,N/A
104.18.60.218,2,1,0.50,231.13,0.00,N/A
104.18.142.159,2,1,0.50,231.13,0.00,N/A
104.18.143.147,2,1,0.50,231.13,0.00,N/A
104.18.134.2,2,1,0.50,231.13,0.00,N/A
104.18.135.131,2,1,0.50,231.13,0.00,N/A
104.18.129.195,2,1,0.50,231.13,0.00,N/A
104.18.55.5,2,1,0.50,231.13,0.00,N/A
104.18.130.124,2,1,0.50,231.13,0.00,N/A
104.19.198.67,2,1,0.50,231.28,0.00,N/A
104.18.207.99,2,1,0.50,231.40,0.00,N/A
104.18.46.180,2,1,0.50,231.50,0.00,N/A
104.18.57.231,2,1,0.50,231.50,0.00,N/A
104.17.37.68,2,1,0.50,231.54,0.00,N/A
104.24.94.137,2,1,0.50,231.62,0.00,N/A
104.18.39.90,2,1,0.50,231.64,0.00,N/A
104.18.68.33,2,1,0.50,231.66,0.00,N/A
104.18.36.101,2,1,0.50,231.68,0.00,N/A
172.67.144.192,2,1,0.50,231.77,0.00,N/A
172.67.115.166,2,1,0.50,231.87,0.00,N/A
104.20.3.76,2,1,0.50,231.93,0.00,N/A
104.18.140.224,2,1,0.50,232.01,0.00,N/A
104.18.45.96,2,1,0.50,232.01,0.00,N/A
104.19.242.159,2,1,0.50,232.04,0.00,N/A
104.18.28.44,2,1,0.50,232.09,0.00,N/A
104.24.93.163,2,1,0.50,232.23,0.00,N/A
172.65.215.151,2,1,0.50,232.30,0.00,N/A
172.65.219.62,2,1,0.50,232.30,0.00,N/A
172.65.217.113,2,1,0.50,232.30,0.00,N/A
172.65.216.71,2,1,0.50,232.44,0.00,N/A
104.17.246.123,2,1,0.50,232.47,0.00,N/A
104.18.248.147,2,1,0.50,232.54,0.00,N/A
104.24.95.230,2,1,0.50,232.59,0.00,N/A
104.24.92.218,2,1,0.50,232.59,0.00,N/A
104.18.128.151,2,1,0.50,232.65,0.00,N/A
104.18.133.20,2,1,0.50,232.65,0.00,N/A
104.18.132.47,2,1,0.50,232.65,0.00,N/A
104.17.44.50,2,1,0.50,232.74,0.00,N/A
104.18.131.50,2,1,0.50,233.02,0.00,N/A
104.18.136.34,2,1,0.50,233.02,0.00,N/A
104.19.98.224,2,1,0.50,233.04,0.00,N/A
104.19.100.44,2,1,0.50,233.04,0.00,N/A
104.18.247.60,2,1,0.50,233.09,0.00,N/A
172.66.215.152,2,1,0.50,233.16,0.00,N/A
104.20.23.172,2,1,0.50,233.16,0.00,N/A
104.20.27.18,2,1,0.50,233.16,0.00,N/A
104.20.30.134,2,1,0.50,233.16,0.00,N/A
104.20.29.222,2,1,0.50,233.16,0.00,N/A
104.18.37.28,2,1,0.50,233.20,0.00,N/A
172.65.218.20,2,1,0.50,233.30,0.00,N/A
172.65.213.159,2,1,0.50,233.47,0.00,N/A
172.65.214.241,2,1,0.50,233.59,0.00,N/A
104.20.15.68,2,1,0.50,233.60,0.00,N/A
104.18.137.7,2,1,0.50,233.63,0.00,N/A
104.17.36.202,2,1,0.50,233.75,0.00,N/A
104.20.21.130,2,1,0.50,233.88,0.00,N/A
104.17.68.3,2,1,0.50,233.92,0.00,N/A
104.17.59.228,2,1,0.50,233.92,0.00,N/A
104.18.250.148,2,1,0.50,234.05,0.00,N/A
104.19.103.51,2,1,0.50,234.05,0.00,N/A
104.16.152.244,2,1,0.50,234.33,0.00,N/A
172.65.92.170,2,1,0.50,234.36,0.00,N/A
172.66.205.129,2,1,0.50,234.40,0.00,N/A
172.66.206.173,2,1,0.50,234.40,0.00,N/A
104.20.13.14,2,1,0.50,234.42,0.00,N/A
104.20.14.151,2,1,0.50,234.42,0.00,N/A
104.18.242.225,2,1,0.50,234.44,0.00,N/A
104.18.244.70,2,1,0.50,234.44,0.00,N/A
104.18.239.110,2,1,0.50,234.44,0.00,N/A
104.18.238.98,2,1,0.50,234.44,0.00,N/A
172.66.209.141,2,1,0.50,234.53,0.00,N/A
172.66.213.8,2,1,0.50,234.53,0.00,N/A
172.66.212.161,2,1,0.50,234.53,0.00,N/A
172.65.212.232,2,1,0.50,234.59,0.00,N/A
104.20.0.8,2,1,0.50,234.59,0.00,N/A
104.29.111.162,2,1,0.50,234.70,0.00,N/A
172.66.47.79,2,1,0.50,234.87,0.00,N/A
104.19.235.21,2,1,0.50,234.90,0.00,N/A
172.66.199.237,2,1,0.50,234.90,0.00,N/A
104.20.16.172,2,1,0.50,234.93,0.00,N/A
104.19.94.16,2,1,0.50,234.95,0.00,N/A
104.18.235.181,2,1,0.50,234.95,0.00,N/A
104.18.243.125,2,1,0.50,234.95,0.00,N/A
104.18.240.16,2,1,0.50,234.95,0.00,N/A
104.20.12.61,2,1,0.50,234.97,0.00,N/A
104.20.11.233,2,1,0.50,234.97,0.00,N/A
104.20.10.240,2,1,0.50,234.97,0.00,N/A
104.18.227.32,2,1,0.50,235.06,0.00,N/A
104.18.18.251,2,1,0.50,235.07,0.00,N/A
104.18.117.101,2,1,0.50,235.07,0.00,N/A
172.66.207.183,2,1,0.50,235.26,0.00,N/A
104.19.244.217,2,1,0.50,235.31,0.00,N/A
104.18.236.135,2,1,0.50,235.45,0.00,N/A
104.18.241.242,2,1,0.50,235.45,0.00,N/A
104.17.187.9,2,1,0.50,235.48,0.00,N/A
172.65.101.148,2,1,0.50,235.50,0.00,N/A
104.17.190.142,2,1,0.50,235.65,0.00,N/A
104.17.191.125,2,1,0.50,235.65,0.00,N/A
104.16.128.215,2,1,0.50,235.68,0.00,N/A
172.66.204.221,2,1,0.50,235.77,0.00,N/A
104.19.92.191,2,1,0.50,235.95,0.00,N/A
104.18.237.41,2,1,0.50,235.95,0.00,N/A
104.18.245.178,2,1,0.50,235.95,0.00,N/A
104.19.95.117,2,1,0.50,235.95,0.00,N/A
162.159.141.244,2,1,0.50,236.02,0.00,N/A
104.19.243.131,2,1,0.50,236.04,0.00,N/A
104.31.16.214,2,1,0.50,236.12,0.00,N/A
104.17.189.201,2,1,0.50,236.26,0.00,N/A
104.18.110.214,2,1,0.50,236.27,0.00,N/A
172.66.200.85,2,1,0.50,236.27,0.00,N/A
172.66.202.158,2,1,0.50,236.27,0.00,N/A
104.17.60.152,2,1,0.50,236.39,0.00,N/A
104.17.188.100,2,1,0.50,237.00,0.00,N/A
172.67.113.76,2,1,0.50,237.17,0.00,N/A
172.67.112.114,2,1,0.50,237.17,0.00,N/A
172.67.114.160,2,1,0.50,237.17,0.00,N/A
104.19.247.164,2,1,0.50,237.18,0.00,N/A
172.66.198.176,2,1,0.50,237.27,0.00,N/A
104.18.24.89,2,1,0.50,237.55,0.00,N/A
172.66.217.142,2,1,0.50,237.56,0.00,N/A
172.65.100.28,2,1,0.50,237.73,0.00,N/A
172.65.210.25,2,1,0.50,237.97,0.00,N/A
104.18.35.99,2,1,0.50,238.05,0.00,N/A
104.16.153.139,2,1,0.50,238.09,0.00,N/A
104.17.69.247,2,1,0.50,238.09,0.00,N/A
172.66.214.83,2,1,0.50,238.19,0.00,N/A
172.66.211.55,2,1,0.50,238.19,0.00,N/A
104.16.127.136,2,1,0.50,238.23,0.00,N/A
104.16.125.126,2,1,0.50,238.72,0.00,N/A
104.17.34.14,2,1,0.50,238.76,0.00,N/A
172.65.211.16,2,1,0.50,238.97,0.00,N/A
172.65.70.80,2,1,0.50,239.06,0.00,N/A
172.65.69.166,2,1,0.50,239.06,0.00,N/A
172.66.203.208,2,1,0.50,239.43,0.00,N/A
172.66.208.153,2,1,0.50,239.43,0.00,N/A
104.17.78.26,2,1,0.50,239.53,0.00,N/A
104.19.209.91,2,1,0.50,240.25,0.00,N/A
104.19.208.167,2,1,0.50,240.25,0.00,N/A
172.66.216.238,2,1,0.50,240.47,0.00,N/A
104.19.206.145,2,1,0.50,240.57,0.00,N/A
104.17.186.112,2,1,0.50,240.91,0.00,N/A
104.17.100.106,2,1,0.50,240.91,0.00,N/A
104.16.150.253,2,1,0.50,240.93,0.00,N/A
104.16.151.107,2,1,0.50,240.93,0.00,N/A
172.66.210.213,2,1,0.50,241.09,0.00,N/A
104.17.42.52,2,1,0.50,241.47,0.00,N/A
104.17.39.188,2,1,0.50,241.47,0.00,N/A
104.17.98.14,2,1,0.50,241.58,0.00,N/A
104.17.185.69,2,1,0.50,241.58,0.00,N/A
104.16.132.185,2,1,0.50,242.13,0.00,N/A
172.67.111.92,2,1,0.50,242.36,0.00,N/A
104.19.201.250,2,1,0.50,242.38,0.00,N/A
104.19.205.235,2,1,0.50,242.38,0.00,N/A
104.16.149.209,2,1,0.50,242.44,0.00,N/A
104.21.29.17,2,1,0.50,242.66,0.00,N/A
104.19.196.56,2,1,0.50,242.78,0.00,N/A
172.66.201.246,2,1,0.50,242.83,0.00,N/A
104.29.156.158,2,1,0.50,243.21,0.00,N/A
104.16.147.254,2,1,0.50,243.53,0.00,N/A
104.16.146.159,2,1,0.50,243.53,0.00,N/A
104.21.27.167,2,1,0.50,243.64,0.00,N/A
172.67.255.117,2,1,0.50,243.87,0.00,N/A
104.19.197.44,2,1,0.50,244.49,0.00,N/A
104.19.162.156,2,1,0.50,244.73,0.00,N/A
104.19.132.204,2,1,0.50,245.69,0.00,N/A
104.18.223.70,2,1,0.50,245.81,0.00,N/A
104.19.210.98,2,1,0.50,245.85,0.00,N/A
104.16.148.235,2,1,0.50,246.01,0.00,N/A
104.21.87.173,2,1,0.50,246.48,0.00,N/A
104.19.130.17,2,1,0.50,246.74,0.00,N/A
172.65.202.193,2,1,0.50,246.75,0.00,N/A
172.65.201.120,2,1,0.50,246.75,0.00,N/A
104.24.242.70,2,1,0.50,247.54,0.00,N/A
104.24.243.61,2,1,0.50,247.54,0.00,N/A
172.67.253.247,2,1,0.50,247.63,0.00,N/A
172.67.251.230,2,1,0.50,247.69,0.00,N/A
104.16.131.28,2,1,0.50,248.13,0.00,N/A
172.67.250.88,2,1,0.50,248.20,0.00,N/A
172.67.248.62,2,1,0.50,248.20,0.00,N/A
172.67.249.84,2,1,0.50,248.20,0.00,N/A
172.67.247.72,2,1,0.50,248.20,0.00,N/A
172.67.246.138,2,1,0.50,248.20,0.00,N/A
172.67.252.153,2,1,0.50,248.20,0.00,N/A
172.65.200.183,2,1,0.50,248.28,0.00,N/A
172.65.197.199,2,1,0.50,248.28,0.00,N/A
104.24.247.14,2,1,0.50,249.00,0.00,N/A
104.24.250.42,2,1,0.50,249.00,0.00,N/A
104.24.248.237,2,1,0.50,249.00,0.00,N/A
104.24.249.163,2,1,0.50,249.00,0.00,N/A
104.24.246.187,2,1,0.50,249.00,0.00,N/A
104.16.145.125,2,1,0.50,249.09,0.00,N/A
104.21.85.227,2,1,0.50,249.24,0.00,N/A
104.16.137.184,2,1,0.50,249.61,0.00,N/A
104.16.138.159,2,1,0.50,249.61,0.00,N/A
104.16.139.226,2,1,0.50,249.61,0.00,N/A
104.16.141.162,2,1,0.50,249.61,0.00,N/A
104.16.136.157,2,1,0.50,249.61,0.00,N/A
104.16.140.4,2,1,0.50,249.61,0.00,N/A
104.16.142.42,2,1,0.50,249.61,0.00,N/A
104.16.134.42,2,1,0.50,250.13,0.00,N/A
104.21.84.0,2,1,0.50,250.28,0.00,N/A
104.21.86.69,2,1,0.50,250.52,0.00,N/A
172.67.245.148,2,1,0.50,250.77,0.00,N/A
104.24.245.144,2,1,0.50,251.17,0.00,N/A
104.17.179.59,2,1,0.50,251.23,0.00,N/A
104.21.83.98,2,1,0.50,251.56,0.00,N/A
104.18.26.251,2,1,0.50,251.67,0.00,N/A
172.67.243.158,2,1,0.50,251.80,0.00,N/A
172.67.242.150,2,1,0.50,251.93,0.00,N/A
104.24.241.57,2,1,0.50,252.12,0.00,N/A
172.67.244.148,2,1,0.50,252.31,0.00,N/A
104.21.82.123,2,1,0.50,252.31,0.00,N/A
172.66.46.238,2,1,0.50,252.33,0.00,N/A
104.24.209.109,2,1,0.50,252.50,0.00,N/A
104.24.219.48,2,1,0.50,252.50,0.00,N/A
104.24.210.83,2,1,0.50,252.50,0.00,N/A
104.24.214.44,2,1,0.50,252.50,0.00,N/A
104.24.203.102,2,1,0.50,253.04,0.00,N/A
104.24.204.134,2,1,0.50,253.04,0.00,N/A
104.24.205.133,2,1,0.50,253.04,0.00,N/A
104.24.200.254,2,1,0.50,253.04,0.00,N/A
104.24.239.186,2,1,0.50,253.12,0.00,N/A
104.24.240.237,2,1,0.50,253.12,0.00,N/A
104.21.81.229,2,1,0.50,253.36,0.00,N/A
104.21.80.37,2,1,0.50,253.87,0.00,N/A
104.21.79.174,2,1,0.50,253.87,0.00,N/A
104.18.249.30,2,1,0.50,254.08,0.00,N/A
104.17.178.233,2,1,0.50,254.46,0.00,N/A
172.66.197.176,2,1,0.50,255.22,0.00,N/A
172.66.196.233,2,1,0.50,255.22,0.00,N/A
104.19.26.103,2,1,0.50,256.02,0.00,N/A
172.66.195.90,2,1,0.50,256.22,0.00,N/A
104.19.25.84,2,1,0.50,256.89,0.00,N/A
104.16.130.172,2,1,0.50,257.33,0.00,N/A
104.17.66.73,2,1,0.50,257.89,0.00,N/A
104.24.238.120,2,1,0.50,257.98,0.00,N/A
104.17.90.41,2,1,0.50,258.52,0.00,N/A
104.17.92.47,2,1,0.50,258.52,0.00,N/A
104.17.91.159,2,1,0.50,258.53,0.00,N/A
104.21.78.6,2,1,0.50,258.86,0.00,N/A
104.17.81.8,2,1,0.50,259.03,0.00,N/A
104.17.85.196,2,1,0.50,259.03,0.00,N/A
104.17.88.113,2,1,0.50,259.04,0.00,N/A
104.24.237.46,2,1,0.50,259.09,0.00,N/A
104.24.231.91,2,1,0.50,259.09,0.00,N/A
104.24.230.229,2,1,0.50,259.09,0.00,N/A
104.24.232.126,2,1,0.50,259.09,0.00,N/A
104.24.235.171,2,1,0.50,259.09,0.00,N/A
104.18.209.39,2,1,0.50,259.16,0.00,N/A
104.17.183.19,2,1,0.50,259.30,0.00,N/A
172.66.194.66,2,1,0.50,259.49,0.00,N/A
104.17.86.23,2,1,0.50,259.55,0.00,N/A
104.17.82.115,2,1,0.50,259.55,0.00,N/A
104.24.233.215,2,1,0.50,259.59,0.00,N/A
104.24.236.236,2,1,0.50,259.59,0.00,N/A
104.24.234.148,2,1,0.50,259.59,0.00,N/A
104.24.224.245,2,1,0.50,259.60,0.00,N/A
104.24.30.253,2,1,0.50,259.61,0.00,N/A
104.24.31.26,2,1,0.50,259.83,0.00,N/A
104.24.32.183,2,1,0.50,259.83,0.00,N/A
172.67.106.198,2,1,0.50,259.90,0.00,N/A
172.67.102.117,2,1,0.50,259.90,0.00,N/A
172.67.104.149,2,1,0.50,259.90,0.00,N/A
104.18.222.135,2,1,0.50,259.94,0.00,N/A
104.18.220.148,2,1,0.50,259.94,0.00,N/A
104.17.177.7,2,1,0.50,259.95,0.00,N/A
104.24.226.44,2,1,0.50,260.10,0.00,N/A
104.24.228.108,2,1,0.50,260.10,0.00,N/A
104.24.225.72,2,1,0.50,260.10,0.00,N/A
104.24.229.36,2,1,0.50,260.60,0.00,N/A
104.24.223.111,2,1,0.50,260.60,0.00,N/A
104.24.227.182,2,1,0.50,260.60,0.00,N/A
104.17.182.119,2,1,0.50,260.60,0.00,N/A
104.21.75.236,2,1,0.50,260.75,0.00,N/A
104.21.77.95,2,1,0.50,261.60,0.00,N/A
104.21.74.107,2,1,0.50,261.60,0.00,N/A
104.21.73.41,2,1,0.50,261.60,0.00,N/A
104.18.42.152,2,1,0.50,261.82,0.00,N/A
104.17.25.183,2,1,0.50,262.09,0.00,N/A
104.21.76.14,2,1,0.50,262.16,0.00,N/A
172.65.75.27,2,1,0.50,219.99,0.00,N/A
104.21.72.83,2,1,0.50,262.37,0.00,N/A
104.18.218.96,2,1,0.50,262.87,0.00,N/A
104.18.203.211,2,1,0.50,263.00,0.00,N/A
104.18.202.230,2,1,0.50,263.00,0.00,N/A
104.18.204.89,2,1,0.50,263.00,0.00,N/A
104.18.206.154,2,1,0.50,263.00,0.00,N/A
104.17.176.18,2,1,0.50,263.06,0.00,N/A
104.18.201.228,2,1,0.50,263.14,0.00,N/A
104.18.196.7,2,1,0.50,263.51,0.00,N/A
104.21.96.99,2,1,0.50,263.55,0.00,N/A
104.27.122.70,2,1,0.50,263.59,0.00,N/A
104.27.125.72,2,1,0.50,263.59,0.00,N/A
104.27.123.200,2,1,0.50,263.59,0.00,N/A
104.18.205.129,2,1,0.50,263.84,0.00,N/A
104.18.127.64,2,1,0.50,263.89,0.00,N/A
104.18.190.84,2,1,0.50,264.03,0.00,N/A
104.18.191.87,2,1,0.50,264.03,0.00,N/A
104.27.124.22,2,1,0.50,264.09,0.00,N/A
104.27.121.152,2,1,0.50,264.09,0.00,N/A
104.27.127.211,2,1,0.50,264.09,0.00,N/A
104.18.214.139,2,1,0.50,264.11,0.00,N/A
104.18.199.159,2,1,0.50,264.18,0.00,N/A
104.18.200.43,2,1,0.50,264.18,0.00,N/A
104.18.180.233,2,1,0.50,264.54,0.00,N/A
104.27.126.161,2,1,0.50,264.60,0.00,N/A
104.18.194.245,2,1,0.50,264.70,0.00,N/A
104.18.192.17,2,1,0.50,264.70,0.00,N/A
104.18.186.187,2,1,0.50,264.70,0.00,N/A
104.18.195.99,2,1,0.50,265.02,0.00,N/A
104.18.182.124,2,1,0.50,265.04,0.00,N/A
104.19.228.250,2,1,0.50,265.10,0.00,N/A
104.19.229.79,2,1,0.50,265.10,0.00,N/A
104.27.120.36,2,1,0.50,265.10,0.00,N/A
104.18.181.245,2,1,0.50,265.21,0.00,N/A
104.18.184.115,2,1,0.50,265.21,0.00,N/A
104.16.195.120,2,1,0.50,265.38,0.00,N/A
104.18.197.195,2,1,0.50,265.52,0.00,N/A
104.18.198.2,2,1,0.50,265.52,0.00,N/A
104.18.189.146,2,1,0.50,265.54,0.00,N/A
104.18.188.55,2,1,0.50,265.54,0.00,N/A
104.18.185.19,2,1,0.50,265.54,0.00,N/A
104.18.193.110,2,1,0.50,265.54,0.00,N/A
104.18.187.52,2,1,0.50,265.54,0.00,N/A
104.16.196.208,2,1,0.50,265.86,0.00,N/A
104.16.193.17,2,1,0.50,265.86,0.00,N/A
104.16.198.143,2,1,0.50,265.86,0.00,N/A
104.18.183.62,2,1,0.50,266.05,0.00,N/A
104.19.231.164,2,1,0.50,266.10,0.00,N/A
104.18.178.1,2,1,0.50,266.24,0.00,N/A
104.18.175.182,2,1,0.50,266.24,0.00,N/A
104.18.177.252,2,1,0.50,266.24,0.00,N/A
104.18.173.47,2,1,0.50,266.24,0.00,N/A
104.18.179.176,2,1,0.50,266.24,0.00,N/A
104.18.170.20,2,1,0.50,266.41,0.00,N/A
104.18.172.87,2,1,0.50,266.57,0.00,N/A
104.19.230.24,2,1,0.50,266.64,0.00,N/A
104.18.171.96,2,1,0.50,266.92,0.00,N/A
104.18.176.16,2,1,0.50,267.08,0.00,N/A
104.18.174.70,2,1,0.50,267.08,0.00,N/A
104.16.189.241,2,1,0.50,267.38,0.00,N/A
104.16.191.58,2,1,0.50,267.38,0.00,N/A
104.24.221.105,2,1,0.50,267.43,0.00,N/A
104.24.222.173,2,1,0.50,267.43,0.00,N/A
104.24.218.132,2,1,0.50,269.48,0.00,N/A
104.24.208.86,2,1,0.50,269.48,0.00,N/A
104.24.220.100,2,1,0.50,269.48,0.00,N/A
104.24.213.108,2,1,0.50,269.48,0.00,N/A
104.24.211.209,2,1,0.50,269.48,0.00,N/A
104.24.212.249,2,1,0.50,269.48,0.00,N/A
104.24.215.73,2,1,0.50,269.98,0.00,N/A
